Run,Center.Name,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,BioProject,create_date,AvgSpotLen,Bases,Bytes,tissue,Library.Name,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,dev_stage,Age,isolate,Ecotype,treatment,sample_type,replicate,Collection_Date,Temp,source_name,collected_by,BIOMATERIAL_PROVIDER,genotype,Sample_name,AssemblyName,Collection_time,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,intentional_duplicate..run.,growth_protocol,Developmental_stage,disease,isolation_source,Broker_name,Organism_part,Experimental_Factor._sampling_time..exp.,growth_condition,INSDC_center_alias,Scientific_Name,ENA.FIRST.PUBLIC,ENA.LAST.UPDATE,Host,lat_lon,estimated_size,isolation_and_growth_condition,number_of_replicons,plant_developmental_stage,plant_growth_medium,plant_structure,ID,PHENOTYPE,Library,timepoint,lab_host,Development_stage,agent,Group,inbred_line,time_point,strain,population,env_broad_scale,env_local_scale,env_medium,host_tissue_sampled,cell_line,growth_facility,light_regimen,organism_common_name,plant_treatment,ploidy,Sample_id,soil_ph,subspecific_genetic_lineage_name,subspecific_genetic_lineage_rank,watering_regimen,DPI,Host_Age,host_body_habitat,host_last_meal,host_life_stage,variety,tissue_type,Biosample_attributes,isol_growth_condt,Label,replication,Tissue,Sample.Name,Library.Name,Cultivar,dev_stage,Age,genotype,Sample_name,Scientific_Name,variety,tissue,Tissue,Tissue_type,BioProject,Variety,Condition,Study_type,Variety_type,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name
SRR16925058,ZHONGKAI UNIVERSITY OF AGRICULTURE AND ENGINEERING,SRX13117243,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,Chiltepin-FD2-2,PRJNA779212,2021,300,7399466700,2532967229,fruit17,s5C_RRAS05857-V,China,Asia,Plant,NA,Chiltepin,22 days after pollination,DAP22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root,Chiltepin-FD2-2,s5C_RRAS05857-V,Chiltepin,22 days after pollination,DAP22,NA,NA,NA,NA,fruit17,Root,,PRJNA779212,,,,,China,Asia,NA
SRR16925059,ZHONGKAI UNIVERSITY OF AGRICULTURE AND ENGINEERING,SRX13117242,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,Chiltepin-FD2-1,PRJNA779212,2021,300,8019926100,2727307577,fruit16,s4C_RRAS05856-V,China,Asia,Plant,NA,Chiltepin,22 days after pollination,DAP22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root,Chiltepin-FD2-1,s4C_RRAS05856-V,Chiltepin,22 days after pollination,DAP22,NA,NA,NA,NA,fruit16,Root,,PRJNA779212,,,,,China,Asia,NA
SRR16925060,ZHONGKAI UNIVERSITY OF AGRICULTURE AND ENGINEERING,SRX13117241,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,Chiltepin-FD1-3,PRJNA779212,2021,300,8099549700,2790968113,fruit15,s3C_RRAS05855-V,China,Asia,Plant,NA,Chiltepin,11 days after pollination,DAP11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root,Chiltepin-FD1-3,s3C_RRAS05855-V,Chiltepin,11 days after pollination,DAP11,NA,NA,NA,NA,fruit15,Root,,PRJNA779212,,,,,China,Asia,NA
SRR16925061,ZHONGKAI UNIVERSITY OF AGRICULTURE AND ENGINEERING,SRX13117240,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,Chiltepin-FD1-2,PRJNA779212,2021,300,7805985000,2671933228,fruit14,s2C_RRAS05854-V,China,Asia,Plant,NA,Chiltepin,11 days after pollination,DAP11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root,Chiltepin-FD1-2,s2C_RRAS05854-V,Chiltepin,11 days after pollination,DAP11,NA,NA,NA,NA,fruit14,Root,,PRJNA779212,,,,,China,Asia,NA
SRR16925062,ZHONGKAI UNIVERSITY OF AGRICULTURE AND ENGINEERING,SRX13117239,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,Chiltepin-FD1-1,PRJNA779212,2021,300,7558994400,2637739764,fruit13,s1C_RRAS05853-V,China,Asia,Plant,NA,Chiltepin,11 days after pollination,DAP11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root,Chiltepin-FD1-1,s1C_RRAS05853-V,Chiltepin,11 days after pollination,DAP11,NA,NA,NA,NA,fruit13,Root,,PRJNA779212,,,,,China,Asia,NA
SRR17078882,ARO,SRX13267071,Illumina HiSeq 2500,SINGLE,RANDOM,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,FSL,PRJNA783486,2021,60,1154859048,486461587,Ovary,FSL_1,Israel,Asia,Plant,NA,NA,anthesis,NA,NA,long fruit bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ovary,FSL,FSL_1,NA,anthesis,NA,NA,NA,NA,NA,Ovary,Ovary,,PRJNA783486,,,,,Israel,Asia,NA
SRR17078883,ARO,SRX13267070,Illumina HiSeq 2500,SINGLE,RANDOM,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,FSR,PRJNA783486,2021,60,1146151652,484008005,Ovary,FSR_3,Israel,Asia,Plant,NA,NA,anthesis,NA,NA,round fruit bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ovary,FSR,FSR_3,NA,anthesis,NA,NA,NA,NA,NA,Ovary,Ovary,,PRJNA783486,,,,,Israel,Asia,NA
SRR17078884,ARO,SRX13267069,Illumina HiSeq 2500,SINGLE,RANDOM,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,FSR,PRJNA783486,2021,60,1084850598,455454669,Ovary,FSR_2,Israel,Asia,Plant,NA,NA,anthesis,NA,NA,round fruit bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ovary,FSR,FSR_2,NA,anthesis,NA,NA,NA,NA,NA,Ovary,Ovary,,PRJNA783486,,,,,Israel,Asia,NA
SRR17078885,ARO,SRX13267068,Illumina HiSeq 2500,SINGLE,RANDOM,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,FSR,PRJNA783486,2021,60,1117895665,471983701,Ovary,FSR_1,Israel,Asia,Plant,NA,NA,anthesis,NA,NA,round fruit bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ovary,FSR,FSR_1,NA,anthesis,NA,NA,NA,NA,NA,Ovary,Ovary,,PRJNA783486,,,,,Israel,Asia,NA
SRR17269391,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447147,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,leaves_transcript_5mix,PRJNA788020,2021,150,6217853700,3809389619,5 leaves transcriptome sequence,Short RNA lib of Capsicum_annuum_59 leaves rep3,China,Asia,Plant,NA,Capsicum annuum 59,young leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root Leaf Transcriptome Sequence,leaves_transcript_5mix,Short RNA lib of Capsicum_annuum_59 leaves rep3,Capsicum annuum 59,young leaves,NA,NA,NA,NA,NA,5 leaves transcriptome sequence,Root Leaf Transcriptome Sequence,,PRJNA788020,,,,,China,Asia,NA
SRR17269392,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447146,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,leaves_transcript_5mix,PRJNA788020,2021,150,8650313400,5178361969,5 leaves transcriptome sequence,Short RNA lib of Capsicum_annuum_59 leaves rep2,China,Asia,Plant,NA,Capsicum annuum 59,young leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root Leaf Transcriptome Sequence,leaves_transcript_5mix,Short RNA lib of Capsicum_annuum_59 leaves rep2,Capsicum annuum 59,young leaves,NA,NA,NA,NA,NA,5 leaves transcriptome sequence,Root Leaf Transcriptome Sequence,,PRJNA788020,,,,,China,Asia,NA
SRR17269393,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447145,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,leaves_transcript_5mix,PRJNA788020,2021,150,6422536500,3882385703,5 leaves transcriptome sequence,Short RNA lib of Capsicum_annuum_59 leaves rep1,China,Asia,Plant,NA,Capsicum annuum 59,young leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root Leaf Transcriptome Sequence,leaves_transcript_5mix,Short RNA lib of Capsicum_annuum_59 leaves rep1,Capsicum annuum 59,young leaves,NA,NA,NA,NA,NA,5 leaves transcriptome sequence,Root Leaf Transcriptome Sequence,,PRJNA788020,,,,,China,Asia,NA
SRR17269394,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447144,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,placenta_transcript_5mix,PRJNA788020,2021,150,6948895500,4199254260,5 placenta transcriptome sequence,Short RNA lib of Capsicum_annuum_59 placenta rep3,China,Asia,Plant,NA,Capsicum annuum 59,45d after flowering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root Placenta Transcriptome Sequence,placenta_transcript_5mix,Short RNA lib of Capsicum_annuum_59 placenta rep3,Capsicum annuum 59,45d after flowering,NA,NA,NA,NA,NA,5 placenta transcriptome sequence,Root Placenta Transcriptome Sequence,,PRJNA788020,,,,,China,Asia,NA
SRR17269395,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447143,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,placenta_transcript_5mix,PRJNA788020,2021,150,6800819700,4113511139,5 placenta transcriptome sequence,Short RNA lib of Capsicum_annuum_59 placenta rep2,China,Asia,Plant,NA,Capsicum annuum 59,45d after flowering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root Placenta Transcriptome Sequence,placenta_transcript_5mix,Short RNA lib of Capsicum_annuum_59 placenta rep2,Capsicum annuum 59,45d after flowering,NA,NA,NA,NA,NA,5 placenta transcriptome sequence,Root Placenta Transcriptome Sequence,,PRJNA788020,,,,,China,Asia,NA
SRR17269396,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447142,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,placenta_transcript_5mix,PRJNA788020,2021,150,6990889500,4295597950,5 placenta transcriptome sequence,Short RNA lib of Capsicum_annuum_59 placenta rep1,China,Asia,Plant,NA,Capsicum annuum 59,45d after flowering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root Placenta Transcriptome Sequence,placenta_transcript_5mix,Short RNA lib of Capsicum_annuum_59 placenta rep1,Capsicum annuum 59,45d after flowering,NA,NA,NA,NA,NA,5 placenta transcriptome sequence,Root Placenta Transcriptome Sequence,,PRJNA788020,,,,,China,Asia,NA
SRR17269397,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447141,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,roots_transcript_5mix,PRJNA788020,2021,150,6535917600,4078255434,5 roots transcriptome sequence,Short RNA lib of Capsicum_annuum_59 roots rep3,China,Asia,Plant,NA,Capsicum annuum 59,young roots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root,roots_transcript_5mix,Short RNA lib of Capsicum_annuum_59 roots rep3,Capsicum annuum 59,young roots,NA,NA,NA,NA,NA,5 roots transcriptome sequence,Root,,PRJNA788020,,,,,China,Asia,NA
SRR17269398,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447140,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,roots_transcript_5mix,PRJNA788020,2021,150,6045971700,3683257931,5 roots transcriptome sequence,Short RNA lib of Capsicum_annuum_59 roots rep2,China,Asia,Plant,NA,Capsicum annuum 59,young roots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root,roots_transcript_5mix,Short RNA lib of Capsicum_annuum_59 roots rep2,Capsicum annuum 59,young roots,NA,NA,NA,NA,NA,5 roots transcriptome sequence,Root,,PRJNA788020,,,,,China,Asia,NA
SRR17269400,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447138,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,roots_transcript_5mix,PRJNA788020,2021,150,7786876500,4728595451,5 roots transcriptome sequence,Short RNA lib of Capsicum_annuum_59 roots rep1,China,Asia,Plant,NA,Capsicum annuum 59,young roots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root,roots_transcript_5mix,Short RNA lib of Capsicum_annuum_59 roots rep1,Capsicum annuum 59,young roots,NA,NA,NA,NA,NA,5 roots transcriptome sequence,Root,,PRJNA788020,,,,,China,Asia,NA
SRR17269401,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447137,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,bud_transcript_5mix,PRJNA788020,2021,150,7140679200,4344063242,5 flowering_bud transcriptome sequence,Short RNA lib of Capsicum_annuum_59 bud rep3,China,Asia,Plant,NA,Capsicum annuum 59,bud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root Flowering_bud Transcriptome Sequence,bud_transcript_5mix,Short RNA lib of Capsicum_annuum_59 bud rep3,Capsicum annuum 59,bud,NA,NA,NA,NA,NA,5 flowering_bud transcriptome sequence,Root Flowering_bud Transcriptome Sequence,,PRJNA788020,,,,,China,Asia,NA
SRR17269402,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447136,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,bud_transcript_5mix,PRJNA788020,2021,150,6107592300,3670917497,5 flowering_bud transcriptome sequence,Short RNA lib of Capsicum_annuum_59 bud rep2,China,Asia,Plant,NA,Capsicum annuum 59,bud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root Flowering_bud Transcriptome Sequence,bud_transcript_5mix,Short RNA lib of Capsicum_annuum_59 bud rep2,Capsicum annuum 59,bud,NA,NA,NA,NA,NA,5 flowering_bud transcriptome sequence,Root Flowering_bud Transcriptome Sequence,,PRJNA788020,,,,,China,Asia,NA
SRR17269403,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447135,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,bud_transcript_5mix,PRJNA788020,2021,150,6672782700,4150950753,5 flowering_bud transcriptome sequence,Short RNA lib of Capsicum_annuum_59 bud rep1,China,Asia,Plant,NA,Capsicum annuum 59,bud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root Flowering_bud Transcriptome Sequence,bud_transcript_5mix,Short RNA lib of Capsicum_annuum_59 bud rep1,Capsicum annuum 59,bud,NA,NA,NA,NA,NA,5 flowering_bud transcriptome sequence,Root Flowering_bud Transcriptome Sequence,,PRJNA788020,,,,,China,Asia,NA
SRR17269404,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447134,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,pericarp_transcript_5mix,PRJNA788020,2021,150,7773425400,4890973614,5 pericarp transcriptome sequence,Short RNA lib of Capsicum_annuum_59 pericarp rep3,China,Asia,Plant,NA,Capsicum annuum 59,45d after flowering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root Pericarp Transcriptome Sequence,pericarp_transcript_5mix,Short RNA lib of Capsicum_annuum_59 pericarp rep3,Capsicum annuum 59,45d after flowering,NA,NA,NA,NA,NA,5 pericarp transcriptome sequence,Root Pericarp Transcriptome Sequence,,PRJNA788020,,,,,China,Asia,NA
SRR17269405,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447133,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,pericarp_transcript_5mix,PRJNA788020,2021,150,6188379900,3771355119,5 pericarp transcriptome sequence,Short RNA lib of Capsicum_annuum_59 pericarp rep2,China,Asia,Plant,NA,Capsicum annuum 59,45d after flowering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root Pericarp Transcriptome Sequence,pericarp_transcript_5mix,Short RNA lib of Capsicum_annuum_59 pericarp rep2,Capsicum annuum 59,45d after flowering,NA,NA,NA,NA,NA,5 pericarp transcriptome sequence,Root Pericarp Transcriptome Sequence,,PRJNA788020,,,,,China,Asia,NA
SRR17269406,SOUTH CHINA AGRICULTURE UNIVERSITY,SRX13447132,MGISEQ-2000RS,PAIRED,PolyA,TRANSCRIPTOMIC,Capsicum annuum,BGISEQ,2021,pericarp_transcript_5mix,PRJNA788020,2021,150,7172181900,4403852391,5 pericarp transcriptome sequence,Short RNA lib of Capsicum_annuum_59 pericarp rep1,China,Asia,Plant,NA,Capsicum annuum 59,45d after flowering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Root Pericarp Transcriptome Sequence,pericarp_transcript_5mix,Short RNA lib of Capsicum_annuum_59 pericarp rep1,Capsicum annuum 59,45d after flowering,NA,NA,NA,NA,NA,5 pericarp transcriptome sequence,Root Pericarp Transcriptome Sequence,,PRJNA788020,,,,,China,Asia,NA
