Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_time,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,intentional_duplicate (run),LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sample_type,source_name,SRA Study,tissue
SRR13520977,RNA-Seq,assembly,300,7333103400,PRJNA694629,SAMN17528399,1601427206,GEO,40 Days After Anthesis (DAA),public,"bam,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9931969,GSM5033870,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:24:00Z,1,GSM5033870,Wild accession (C. a. var. glabriusculum),Piquin Sonora Red,SRP303149,Whole fruit
SRR13520978,RNA-Seq,assembly,300,5978274900,PRJNA694629,SAMN17528398,1437379785,GEO,40 Days After Anthesis (DAA),public,"run.zq,sra,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9931986,GSM5033871,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:25:00Z,1,GSM5033871,Wild accession (C. a. var. glabriusculum),Piquin Sonora Red,SRP303149,Whole fruit
SRR13520979,RNA-Seq,assembly,300,6624006000,PRJNA694629,SAMN17528397,1591724991,GEO,50 Days After Anthesis (DAA),public,"run.zq,sra,bam","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX9931987,GSM5033872,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:23:00Z,1,GSM5033872,Wild accession (C. a. var. glabriusculum),Piquin Sonora Red,SRP303149,Whole fruit
SRR13520980,RNA-Seq,assembly,300,6942327300,PRJNA694629,SAMN17528396,1574339513,GEO,50 Days After Anthesis (DAA),public,"bam,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9931988,GSM5033873,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:25:00Z,1,GSM5033873,Wild accession (C. a. var. glabriusculum),Piquin Sonora Red,SRP303149,Whole fruit
SRR13520981,RNA-Seq,assembly,300,5538165000,PRJNA694629,SAMN17528395,1392348118,GEO,60 Days After Anthesis (DAA),public,"sra,run.zq,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9931989,GSM5033874,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:23:00Z,1,GSM5033874,Wild accession (C. a. var. glabriusculum),Piquin Sonora Red,SRP303149,Whole fruit
SRR13520982,RNA-Seq,assembly,300,6175115400,PRJNA694629,SAMN17528394,1479861253,GEO,60 Days After Anthesis (DAA),public,"bam,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9931990,GSM5033875,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:29:00Z,1,GSM5033875,Wild accession (C. a. var. glabriusculum),Piquin Sonora Red,SRP303149,Whole fruit
SRR13520983,RNA-Seq,assembly,300,6490776000,PRJNA694629,SAMN17528392,1553283952,GEO,0 Days After Anthesis (DAA),public,"run.zq,bam,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9931991,GSM5033876,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:25:00Z,1,GSM5033876,Wild accession (C. a. var. glabriusculum),Piquin Sonora Yellow,SRP303149,Whole fruit
SRR13520984,RNA-Seq,assembly,300,6119508300,PRJNA694629,SAMN17528391,1495998659,GEO,0 Days After Anthesis (DAA),public,"run.zq,bam,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9931992,GSM5033877,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:28:00Z,1,GSM5033877,Wild accession (C. a. var. glabriusculum),Piquin Sonora Yellow,SRP303149,Whole fruit
SRR13520985,RNA-Seq,assembly,300,7627638900,PRJNA694629,SAMN17528390,1605249458,GEO,10 Days After Anthesis (DAA),public,"bam,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9931993,GSM5033878,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:28:00Z,1,GSM5033878,Wild accession (C. a. var. glabriusculum),Piquin Sonora Yellow,SRP303149,Whole fruit
SRR13520986,RNA-Seq,assembly,300,7922578800,PRJNA694629,SAMN17528389,1708016919,GEO,10 Days After Anthesis (DAA),public,"run.zq,bam,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9931994,GSM5033879,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:28:00Z,1,GSM5033879,Wild accession (C. a. var. glabriusculum),Piquin Sonora Yellow,SRP303149,Whole fruit
SRR13520987,RNA-Seq,assembly,300,8644715400,PRJNA694629,SAMN17528388,1785011177,GEO,20 Days After Anthesis (DAA),public,"sra,run.zq,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9931995,GSM5033880,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:29:00Z,1,GSM5033880,Wild accession (C. a. var. glabriusculum),Piquin Sonora Yellow,SRP303149,Whole fruit
SRR13520988,RNA-Seq,assembly,300,8438110800,PRJNA694629,SAMN17528387,1711895372,GEO,20 Days After Anthesis (DAA),public,"bam,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9931996,GSM5033881,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:30:00Z,1,GSM5033881,Wild accession (C. a. var. glabriusculum),Piquin Sonora Yellow,SRP303149,Whole fruit
SRR13520989,RNA-Seq,assembly,300,7574441400,PRJNA694629,SAMN17528393,1582294239,GEO,30 Days After Anthesis (DAA),public,"sra,run.zq,bam","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX9931997,GSM5033882,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:28:00Z,1,GSM5033882,Wild accession (C. a. var. glabriusculum),Piquin Sonora Yellow,SRP303149,Whole fruit
SRR13520990,RNA-Seq,assembly,300,6986474100,PRJNA694629,SAMN17528386,1547990755,GEO,30 Days After Anthesis (DAA),public,"sra,bam,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9931998,GSM5033883,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:26:00Z,1,GSM5033883,Wild accession (C. a. var. glabriusculum),Piquin Sonora Yellow,SRP303149,Whole fruit
SRR13520991,RNA-Seq,assembly,300,5605888800,PRJNA694629,SAMN17528385,1412162034,GEO,40 Days After Anthesis (DAA),public,"sra,bam,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9931999,GSM5033884,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:31:00Z,1,GSM5033884,Wild accession (C. a. var. glabriusculum),Piquin Sonora Yellow,SRP303149,Whole fruit
SRR13520992,RNA-Seq,assembly,300,5873745300,PRJNA694629,SAMN17528384,1468851380,GEO,40 Days After Anthesis (DAA),public,"run.zq,sra,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9932000,GSM5033885,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T20:41:00Z,1,GSM5033885,Wild accession (C. a. var. glabriusculum),Piquin Sonora Yellow,SRP303149,Whole fruit
SRR13520993,RNA-Seq,assembly,300,4516948800,PRJNA694629,SAMN17528383,1281120274,GEO,50 Days After Anthesis (DAA),public,"sra,bam,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX9932001,GSM5033886,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:25:00Z,1,GSM5033886,Wild accession (C. a. var. glabriusculum),Piquin Sonora Yellow,SRP303149,Whole fruit
SRR13520994,RNA-Seq,assembly,300,5657944800,PRJNA694629,SAMN17528382,1429044262,GEO,50 Days After Anthesis (DAA),public,"bam,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX9931855,GSM5033887,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:26:00Z,1,GSM5033887,Wild accession (C. a. var. glabriusculum),Piquin Sonora Yellow,SRP303149,Whole fruit
SRR13520995,RNA-Seq,assembly,300,6515188500,PRJNA694629,SAMN17528381,1541855102,GEO,60 Days After Anthesis (DAA),public,"run.zq,bam,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9931856,GSM5033888,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:26:00Z,1,GSM5033888,Wild accession (C. a. var. glabriusculum),Piquin Sonora Yellow,SRP303149,Whole fruit
SRR13520996,RNA-Seq,assembly,300,6930235800,PRJNA694629,SAMN17528380,1528716926,GEO,60 Days After Anthesis (DAA),public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX9931857,GSM5033889,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:34:00Z,1,GSM5033889,Wild accession (C. a. var. glabriusculum),Piquin Sonora Yellow,SRP303149,Whole fruit
